metric,adjuster,dataset,value
baseline,NA,simulated_expression,0.5
RandomForest,unadjusted,simulated_expression,0.9846813725490197
RandomForest,scaled,simulated_expression,1.0
RandomForest,combat,simulated_expression,0.4258217993079585
RandomForest,confounded,simulated_expression,0.4904844290657439
