metric,adjuster,dataset,value
baseline,NA,simulated_expression,0.5
RandomForest,unadjusted,simulated_expression,1.0
RandomForest,scaled,simulated_expression,1.0
RandomForest,combat,simulated_expression,0.7377923621239129
RandomForest,confounded,simulated_expression,0.7535965717783899
